id,brand_name,target_category,target_age,target_gender,target_location,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_gender,Platform,Engagement_rate
167,Brand27,Home Appliances,18-25,Male,Madhya Pradesh,Mason White,@mia.lee,451849,881,5385,Home Appliances,Neutral,Madhya Pradesh,18-25,Male,YouTube,11.76604385
168,Brand36,Smartphones,25-40,Female,Haryana,Jane Doe,@liam.brown,624631,201,19367,Smartphones,Neutral,Haryana,25-40,Female,TikTok,11.76604385
169,Brand64,Fashion Accessories,30-45,Female,India,Noah Davis,@sophia.w,514682,845,44576,Fashion Accessories,Neutral,India,30-45,Female,TikTok,11.70393163
170,Brand61,Books,25-40,Male,Rajasthan,Jane Doe,@mia.lee,953931,654,38093,Books,Negative,Rajasthan,25-40,Female,TikTok,11.70393163
171,Brand17,Pet Supplies,25-40,Male,West Bengal,Jane Doe,@olivia.c,588875,319,6160,Pet Supplies,Negative,West Bengal,25-40,Female,YouTube,11.70057584
172,Brand97,Pet Supplies,40-50,Female,Delhi,Jane Doe,@isabella.m,507610,855,13049,Pet Supplies,Neutral,Delhi,40-50,All,Instagram,11.70057584
173,Brand11,Gaming Products,18-30,All,Haryana,Jane Doe,@isabella.m,533332,665,43124,Gaming Products,Positive,Haryana,18-30,Female,Facebook,11.67652307
174,Brand62,Clothing,25-40,Female,Tamil Nadu,John Smith,@jane.doe,909840,242,11766,Clothing,Neutral,Tamil Nadu,25-40,All,Instagram,11.67652307
175,Brand70,Gaming Products,15-24,Female,Punjab,Liam Brown,@jane.doe,387589,429,42871,Gaming Products,Neutral,Punjab,15-24,All,TikTok,11.44767549
176,Brand30,Gaming Products,15-24,Male,Rajasthan,Sophia Wilson,@liam.brown,500922,842,49984,Gaming Products,Neutral,Rajasthan,15-24,Female,Twitter,11.44767549
177,Brand93,Travel Services,All,Female,Uttar Pradesh,Mia Lee,@sophia.w,750787,700,26258,Travel Services,Positive,Uttar Pradesh,All,Male,Instagram,11.1896791
178,Brand73,Nutrition Products,18-30,Male,Punjab,Sophia Wilson,@mia.lee,824940,135,48299,Nutrition Products,Positive,Punjab,18-30,All,Facebook,11.1896791
179,Brand57,Eco-friendly Goods,18-28,Female,India,Noah Davis,@emma.t,854415,962,47855,Eco-friendly Goods,Neutral,India,18-28,Male,TikTok,11.16282898
180,Brand38,Food Products,40-50,Male,Goa,John Smith,@liam.brown,938879,735,33526,Food Products,Positive,Goa,40-50,Female,Facebook,11.16282898
181,Brand52,Fashion Accessories,25-40,Female,Delhi,Isabella Moore,@noah.d,886367,567,41164,Fashion Accessories,Positive,Delhi,25-40,Male,Facebook,11.08916002
182,Brand100,Home Appliances,15-24,All,Madhya Pradesh,Mason White,@liam.brown,228917,898,38371,Home Appliances,Neutral,Madhya Pradesh,15-24,All,YouTube,11.08916002
183,Brand9,Nutrition Products,25-40,Male,Kerala,Isabella Moore,@isabella.m,419145,735,46320,Nutrition Products,Neutral,Kerala,25-40,Female,TikTok,11.06094342
184,Brand56,Gadgets,25-34,Female,West Bengal,Mia Lee,@noah.d,777431,823,47241,Gadgets,Neutral,West Bengal,25-34,Male,TikTok,11.06094342
185,Brand57,Art Supplies,25-34,All,Gujarat,Mason White,@emma.t,992036,139,42327,Art Supplies,Neutral,Gujarat,25-34,Female,TikTok,11.05106825
186,Brand55,Gaming Products,18-25,Male,Uttar Pradesh,Olivia Clark,@mason.w,681111,696,40800,Gaming Products,Positive,Uttar Pradesh,18-25,Female,YouTube,11.05106825
187,Brand34,Gaming Products,18-25,Female,Karnataka,Sophia Wilson,@sophia.w,826187,613,35617,Gaming Products,Negative,Karnataka,18-25,All,YouTube,10.7112521
188,Brand23,Food Products,All,All,Delhi,Sophia Wilson,@emma.t,939354,657,45083,Food Products,Neutral,Delhi,All,All,TikTok,10.7112521
189,Brand85,Home Appliances,22-40,Female,Maharashtra,Liam Brown,@jane.doe,893443,776,45049,Home Appliances,Neutral,Maharashtra,22-40,All,Instagram,10.68604467
190,Brand70,Art Supplies,25-40,All,West Bengal,Noah Davis,@isabella.m,846757,610,29763,Art Supplies,Neutral,West Bengal,25-40,Female,Twitter,10.68604467
191,Brand54,Food Products,40-50,Male,Bihar,Noah Davis,@liam.brown,436706,607,48866,Food Products,Positive,Bihar,40-50,Male,YouTube,10.67985183
192,Brand13,Books,15-24,Female,Maharashtra,Sophia Wilson,@liam.brown,633497,257,28611,Books,Negative,Maharashtra,15-24,All,Instagram,10.67985183
193,Brand11,Gaming Products,40-50,Male,Haryana,Sophia Wilson,@mason.w,315204,355,21346,Gaming Products,Neutral,Haryana,40-50,Male,TikTok,10.41424417
194,Brand24,Art Supplies,30-45,All,Delhi,Olivia Clark,@noah.d,924261,985,49562,Art Supplies,Neutral,Delhi,30-45,Female,Twitter,10.41424417
195,Brand20,Smartphones,18-28,Female,Kerala,Liam Brown,@jane.doe,345548,451,14205,Smartphones,Positive,Kerala,18-28,All,YouTube,10.27183615
196,Brand70,Smartphones,18-28,All,West Bengal,Olivia Clark,@liam.brown,779710,741,5388,Smartphones,Positive,West Bengal,18-28,Male,TikTok,10.27183615
197,Brand23,Art Supplies,30-45,Male,India,Olivia Clark,@mason.w,290740,902,29172,Art Supplies,Positive,India,30-45,All,TikTok,10.22486367
198,Brand63,Gaming Products,25-34,Male,Haryana,Emma Taylor,@noah.d,138924,791,11409,Gaming Products,Negative,Haryana,25-34,Male,TikTok,10.22486367
199,Brand84,Cosmetics,All,Male,Gujarat,Emma Taylor,@olivia.c,788120,888,39152,Cosmetics,Negative,Gujarat,All,All,YouTube,10.19092081
200,Brand73,Fashion Accessories,30-45,Female,Maharashtra,Olivia Clark,@olivia.c,216394,110,45746,Fashion Accessories,Positive,Maharashtra,30-45,All,Instagram,10.19092081
201,Brand72,Eco-friendly Goods,25-34,Male,Goa,Mason White,@sophia.w,426210,514,40567,Eco-friendly Goods,Neutral,Goa,25-34,Female,Instagram,10.08020144
202,Brand27,Books,15-24,Female,Goa,Noah Davis,@isabella.m,574655,721,9808,Books,Positive,Goa,15-24,All,Facebook,10.08020144
203,Brand29,Gaming Products,18-28,Female,Gujarat,Emma Taylor,@mia.lee,273654,319,45801,Gaming Products,Negative,Gujarat,18-28,Female,Facebook,10.06325565
204,Brand44,Cosmetics,15-24,All,Tamil Nadu,Sophia Wilson,@isabella.m,788474,340,8126,Cosmetics,Negative,Tamil Nadu,15-24,All,TikTok,10.06325565
205,Brand7,Art Supplies,18-30,Male,Rajasthan,Liam Brown,@sophia.w,408253,933,48495,Art Supplies,Positive,Rajasthan,18-30,All,YouTube,10.03370709
206,Brand47,Fitness Equipment,15-24,Male,West Bengal,Olivia Clark,@sophia.w,578181,530,45544,Fitness Equipment,Positive,West Bengal,15-24,Male,Instagram,10.03370709
207,Brand43,Fitness Equipment,18-28,Female,Punjab,Mason White,@liam.brown,289008,483,21971,Fitness Equipment,Negative,Punjab,18-28,Male,YouTube,9.978399831
208,Brand90,Home Appliances,18-30,Male,Rajasthan,Liam Brown,@john.smith,954293,395,27226,Home Appliances,Negative,Rajasthan,18-30,All,Facebook,9.978399831
209,Brand11,Smartphones,18-28,Male,Karnataka,Olivia Clark,@liam.brown,241853,186,23789,Smartphones,Neutral,Karnataka,18-28,Male,Instagram,9.836140135
210,Brand68,Cosmetics,40-50,All,Gujarat,Emma Taylor,@mason.w,365982,809,39109,Cosmetics,Negative,Gujarat,40-50,All,TikTok,9.836140135
211,Brand21,Gaming Products,25-40,Male,India,Sophia Wilson,@liam.brown,319310,931,32799,Gaming Products,Positive,India,25-40,All,Instagram,9.727839737
212,Brand19,Fitness Equipment,25-40,Female,Karnataka,Olivia Clark,@noah.d,788593,467,43124,Fitness Equipment,Neutral,Karnataka,25-40,All,Facebook,9.727839737
213,Brand59,Travel Services,18-30,All,Delhi,Mia Lee,@mason.w,986579,851,40628,Travel Services,Negative,Delhi,18-30,All,Twitter,9.710875848
214,Brand95,Fashion Accessories,15-24,All,Kerala,Isabella Moore,@sophia.w,561010,676,12600,Fashion Accessories,Neutral,Kerala,15-24,Female,Facebook,9.710875848
215,Brand20,Books,15-24,All,Bihar,Olivia Clark,@jane.doe,868842,130,37776,Books,Neutral,Bihar,15-24,Male,TikTok,9.518077943
216,Brand95,Art Supplies,18-28,Female,Maharashtra,Sophia Wilson,@olivia.c,412419,152,18422,Art Supplies,Neutral,Maharashtra,18-28,Female,Instagram,9.518077943
217,Brand82,Fashion Accessories,30-45,All,Maharashtra,John Smith,@john.smith,926561,768,11047,Fashion Accessories,Neutral,Maharashtra,30-45,Male,Twitter,9.458261541
218,Brand52,Fitness Equipment,18-28,All,Rajasthan,Isabella Moore,@liam.brown,916647,561,9547,Fitness Equipment,Positive,Rajasthan,18-28,All,TikTok,9.458261541
219,Brand60,Gadgets,18-25,Female,Bihar,Liam Brown,@mason.w,351659,554,19020,Gadgets,Negative,Bihar,18-25,All,TikTok,9.43140823
220,Brand99,Nutrition Products,25-34,Male,Maharashtra,Liam Brown,@mia.lee,808891,252,19591,Nutrition Products,Positive,Maharashtra,25-34,Male,Facebook,9.43140823
221,Brand81,Gadgets,25-40,All,Gujarat,Jane Doe,@mason.w,797091,835,11918,Gadgets,Negative,Gujarat,25-40,Male,TikTok,9.419929748
222,Brand79,Gadgets,22-40,Male,Karnataka,Emma Taylor,@emma.t,340368,968,29492,Gadgets,Neutral,Karnataka,22-40,All,Twitter,9.419929748
223,Brand32,Gadgets,30-45,All,Bihar,John Smith,@jane.doe,153175,778,41920,Gadgets,Positive,Bihar,30-45,Female,TikTok,9.410231177
224,Brand44,Gaming Products,18-28,Male,Bihar,Mason White,@sophia.w,496504,892,11975,Gaming Products,Negative,Bihar,18-28,All,Twitter,9.410231177
225,Brand41,Books,25-34,Female,Rajasthan,Isabella Moore,@olivia.c,947400,60,32926,Books,Negative,Rajasthan,25-34,All,YouTube,9.31588823
226,Brand76,Home Appliances,30-45,Male,Haryana,Mason White,@isabella.m,289840,645,39465,Home Appliances,Neutral,Haryana,30-45,Male,TikTok,9.31588823
227,Brand95,Food Products,25-34,Female,Tamil Nadu,Liam Brown,@olivia.c,821895,774,46598,Food Products,Neutral,Tamil Nadu,25-34,Female,Facebook,9.276467489
228,Brand57,Cosmetics,18-25,Male,Delhi,Emma Taylor,@mia.lee,223076,929,37224,Cosmetics,Neutral,Delhi,18-25,Female,YouTube,9.276467489
229,Brand15,Pet Supplies,30-45,Male,Haryana,Jane Doe,@liam.brown,738362,574,31474,Pet Supplies,Negative,Haryana,30-45,Male,Twitter,9.269301875
230,Brand73,Gaming Products,15-24,Female,Haryana,Isabella Moore,@olivia.c,973454,965,25421,Gaming Products,Neutral,Haryana,15-24,Female,Instagram,9.269301875
231,Brand2,Fitness Equipment,40-50,Male,Goa,Emma Taylor,@jane.doe,811083,226,25790,Fitness Equipment,Negative,Goa,40-50,All,TikTok,9.193013606
232,Brand12,Books,15-24,Female,Goa,John Smith,@isabella.m,275901,120,22513,Books,Positive,Goa,15-24,All,Twitter,9.193013606
233,Brand8,Fashion Accessories,15-24,All,Bihar,Emma Taylor,@mia.lee,885122,312,20669,Fashion Accessories,Neutral,Bihar,15-24,All,Instagram,9.175220104
234,Brand95,Fitness Equipment,18-25,Female,Haryana,John Smith,@john.smith,100729,342,11170,Fitness Equipment,Neutral,Haryana,18-25,Female,Instagram,9.175220104
235,Brand85,Smartphones,All,Male,Karnataka,Mason White,@isabella.m,434797,117,5969,Smartphones,Negative,Karnataka,All,Male,Twitter,9.006914105
236,Brand69,Travel Services,22-40,Male,Delhi,John Smith,@liam.brown,995579,325,9472,Travel Services,Negative,Delhi,22-40,All,TikTok,9.006914105
237,Brand39,Clothing,30-45,Female,Rajasthan,Mia Lee,@noah.d,739827,508,44366,Clothing,Positive,Rajasthan,30-45,Female,Twitter,9.006213142
238,Brand98,Nutrition Products,30-45,All,Tamil Nadu,Jane Doe,@mia.lee,735464,496,14323,Nutrition Products,Neutral,Tamil Nadu,30-45,All,Facebook,9.006213142
239,Brand10,Gaming Products,18-28,All,Maharashtra,John Smith,@liam.brown,597440,686,31632,Gaming Products,Positive,Maharashtra,18-28,Male,TikTok,8.901950483
240,Brand51,Pet Supplies,40-50,Female,Madhya Pradesh,John Smith,@jane.doe,888674,844,31422,Pet Supplies,Negative,Madhya Pradesh,40-50,Male,Twitter,8.901950483
241,Brand36,Art Supplies,18-30,All,Haryana,Isabella Moore,@mason.w,855350,120,37134,Art Supplies,Negative,Haryana,18-30,Female,Instagram,8.892442725
242,Brand56,Pet Supplies,18-30,All,West Bengal,Mason White,@noah.d,737154,955,31848,Pet Supplies,Neutral,West Bengal,18-30,Male,Facebook,8.892442725
243,Brand36,Food Products,30-45,Male,Punjab,Olivia Clark,@mia.lee,705951,91,5831,Food Products,Negative,Punjab,30-45,Female,TikTok,8.821003581
244,Brand25,Cosmetics,18-30,All,West Bengal,Noah Davis,@sophia.w,316087,473,15452,Cosmetics,Neutral,West Bengal,18-30,Female,Instagram,8.821003581
245,Brand78,Travel Services,All,All,Delhi,Jane Doe,@emma.t,779810,808,32382,Travel Services,Negative,Delhi,All,Female,YouTube,8.799102635
246,Brand58,Clothing,22-40,Male,Uttar Pradesh,Liam Brown,@liam.brown,361581,494,11185,Clothing,Negative,Uttar Pradesh,22-40,Female,TikTok,8.799102635
247,Brand42,Clothing,18-28,Male,Punjab,Emma Taylor,@john.smith,151635,289,31774,Clothing,Neutral,Punjab,18-28,Female,TikTok,8.774662414
248,Brand78,Pet Supplies,25-40,Male,West Bengal,Liam Brown,@emma.t,488259,845,26735,Pet Supplies,Positive,West Bengal,25-40,Male,TikTok,8.774662414
249,Brand60,Food Products,22-40,Male,Bihar,Sophia Wilson,@jane.doe,515399,376,39022,Food Products,Positive,Bihar,22-40,Female,YouTube,8.740564825
250,Brand83,Eco-friendly Goods,All,Female,Karnataka,Emma Taylor,@john.smith,677377,394,36937,Eco-friendly Goods,Neutral,Karnataka,All,All,YouTube,8.740564825
251,Brand28,Eco-friendly Goods,15-24,Female,Haryana,Olivia Clark,@sophia.w,743166,59,9551,Eco-friendly Goods,Neutral,Haryana,15-24,All,Instagram,8.664739341
252,Brand64,Eco-friendly Goods,22-40,Male,Punjab,Mia Lee,@olivia.c,293087,771,15201,Eco-friendly Goods,Negative,Punjab,22-40,Male,Twitter,8.664739341
253,Brand22,Travel Services,15-24,All,Rajasthan,Sophia Wilson,@olivia.c,204844,402,27876,Travel Services,Positive,Rajasthan,15-24,Female,Facebook,8.660881865
254,Brand23,Cosmetics,25-40,Male,Kerala,Liam Brown,@noah.d,950816,815,21809,Cosmetics,Positive,Kerala,25-40,Female,Instagram,8.660881865
255,Brand53,Fitness Equipment,15-24,Male,Delhi,Mia Lee,@emma.t,930684,841,43024,Fitness Equipment,Negative,Delhi,15-24,Female,TikTok,8.650997146
256,Brand25,Eco-friendly Goods,18-30,Male,Karnataka,John Smith,@john.smith,687261,84,29095,Eco-friendly Goods,Negative,Karnataka,18-30,Male,YouTube,8.650997146
257,Brand58,Home Appliances,18-28,Male,India,John Smith,@isabella.m,544388,585,22642,Home Appliances,Neutral,India,18-28,Female,Twitter,8.636245189
258,Brand97,Art Supplies,22-40,Male,West Bengal,Sophia Wilson,@john.smith,966273,718,8207,Art Supplies,Negative,West Bengal,22-40,Male,TikTok,8.636245189
259,Brand9,Smartphones,18-30,Male,Rajasthan,Mason White,@liam.brown,944512,563,34055,Smartphones,Positive,Rajasthan,18-30,Female,Twitter,8.631585858
260,Brand45,Fashion Accessories,All,Male,Bihar,John Smith,@isabella.m,319130,389,15602,Fashion Accessories,Neutral,Bihar,All,Female,Facebook,8.631585858
261,Brand74,Fitness Equipment,18-28,All,Rajasthan,Mia Lee,@olivia.c,758624,140,20168,Fitness Equipment,Positive,Rajasthan,18-28,All,TikTok,8.621173704
262,Brand21,Clothing,All,All,Bihar,Olivia Clark,@noah.d,793823,985,8756,Clothing,Negative,Bihar,All,All,TikTok,8.621173704
263,Brand69,Pet Supplies,40-50,Male,Madhya Pradesh,Noah Davis,@liam.brown,830621,641,13413,Pet Supplies,Neutral,Madhya Pradesh,40-50,Female,Facebook,8.548432853
264,Brand21,Books,25-40,All,Punjab,Jane Doe,@emma.t,457484,292,26300,Books,Positive,Punjab,25-40,Male,Facebook,8.548432853
265,Brand73,Gadgets,18-28,All,Uttar Pradesh,Emma Taylor,@liam.brown,638749,163,12397,Gadgets,Negative,Uttar Pradesh,18-28,Male,TikTok,8.494948719
266,Brand67,Travel Services,40-50,Male,Gujarat,Mia Lee,@liam.brown,456819,699,12654,Travel Services,Neutral,Gujarat,40-50,Female,YouTube,8.494948719
267,Brand92,Clothing,18-30,Male,Haryana,Isabella Moore,@olivia.c,918260,115,10389,Clothing,Negative,Haryana,18-30,Male,Facebook,8.48629875
268,Brand83,Clothing,22-40,Female,Uttar Pradesh,Noah Davis,@emma.t,547038,476,8776,Clothing,Negative,Uttar Pradesh,22-40,Male,Facebook,8.48629875
269,Brand57,Cosmetics,18-28,Female,Goa,Isabella Moore,@mason.w,496153,954,22773,Cosmetics,Negative,Goa,18-28,Male,Twitter,8.452355259
270,Brand92,Art Supplies,40-50,All,Gujarat,Sophia Wilson,@emma.t,368776,490,18552,Art Supplies,Neutral,Gujarat,40-50,Male,TikTok,8.452355259
271,Brand77,Pet Supplies,30-45,Male,Bihar,Sophia Wilson,@liam.brown,774147,507,8011,Pet Supplies,Positive,Bihar,30-45,Female,Facebook,8.40688181
272,Brand75,Cosmetics,18-28,Male,Delhi,Emma Taylor,@mason.w,130978,765,24013,Cosmetics,Positive,Delhi,18-28,All,YouTube,8.40688181
273,Brand69,Travel Services,40-50,Female,Maharashtra,Jane Doe,@liam.brown,667168,564,32956,Travel Services,Negative,Maharashtra,40-50,All,YouTube,8.359895283
274,Brand13,Gaming Products,40-50,Female,Punjab,Isabella Moore,@liam.brown,948834,881,21426,Gaming Products,Positive,Punjab,40-50,All,Instagram,8.359895283
275,Brand100,Cosmetics,22-40,Female,Punjab,Isabella Moore,@mason.w,461487,295,27080,Cosmetics,Negative,Punjab,22-40,Male,Facebook,8.340114055
276,Brand85,Fashion Accessories,22-40,All,Rajasthan,Mia Lee,@john.smith,818996,70,9019,Fashion Accessories,Neutral,Rajasthan,22-40,Female,TikTok,8.340114055
277,Brand23,Pet Supplies,All,Female,Rajasthan,Olivia Clark,@liam.brown,619147,324,15115,Pet Supplies,Positive,Rajasthan,All,Female,Instagram,8.321380216
278,Brand52,Eco-friendly Goods,22-40,Male,Karnataka,Isabella Moore,@mia.lee,923535,364,47857,Eco-friendly Goods,Positive,Karnataka,22-40,All,YouTube,8.321380216
279,Brand93,Fitness Equipment,All,Female,Haryana,John Smith,@liam.brown,811862,712,49342,Fitness Equipment,Positive,Haryana,All,Female,TikTok,8.268783948
280,Brand70,Books,18-30,Male,Tamil Nadu,Noah Davis,@isabella.m,225597,240,9051,Books,Neutral,Tamil Nadu,18-30,All,TikTok,8.268783948
281,Brand53,Eco-friendly Goods,All,All,Kerala,Isabella Moore,@john.smith,420775,715,39798,Eco-friendly Goods,Neutral,Kerala,All,All,Instagram,8.255540331
282,Brand36,Books,All,Female,Maharashtra,Emma Taylor,@isabella.m,392846,431,25297,Books,Negative,Maharashtra,All,Male,YouTube,8.255540331
283,Brand87,Clothing,22-40,All,Punjab,Mason White,@emma.t,332032,849,7669,Clothing,Negative,Punjab,22-40,Female,YouTube,8.212403904
284,Brand45,Art Supplies,18-28,All,Punjab,John Smith,@sophia.w,329323,979,16703,Art Supplies,Neutral,Punjab,18-28,Female,Instagram,8.212403904
285,Brand92,Smartphones,40-50,Female,Madhya Pradesh,Jane Doe,@mia.lee,113327,183,25307,Smartphones,Neutral,Madhya Pradesh,40-50,Male,Facebook,8.185598339
286,Brand13,Nutrition Products,18-30,Male,Tamil Nadu,Olivia Clark,@john.smith,186869,178,31036,Nutrition Products,Neutral,Tamil Nadu,18-30,Male,Instagram,8.185598339
287,Brand74,Home Appliances,18-28,Male,Bihar,Olivia Clark,@jane.doe,533236,685,45252,Home Appliances,Positive,Bihar,18-28,All,Instagram,8.181566923
288,Brand60,Art Supplies,All,Male,Kerala,Noah Davis,@jane.doe,417319,295,17427,Art Supplies,Positive,Kerala,All,All,YouTube,8.181566923
289,Brand48,Fashion Accessories,25-40,Female,Maharashtra,Mia Lee,@sophia.w,526466,294,39126,Fashion Accessories,Neutral,Maharashtra,25-40,All,Facebook,8.161499035
290,Brand49,Fitness Equipment,40-50,All,Uttar Pradesh,John Smith,@liam.brown,623485,546,15882,Fitness Equipment,Negative,Uttar Pradesh,40-50,All,YouTube,8.161499035
291,Brand30,Fitness Equipment,18-25,All,India,John Smith,@jane.doe,878941,950,36868,Fitness Equipment,Negative,India,18-25,All,Facebook,8.160842288
292,Brand44,Cosmetics,25-40,Female,Haryana,John Smith,@sophia.w,223855,702,14157,Cosmetics,Negative,Haryana,25-40,All,TikTok,8.160842288
293,Brand60,Home Appliances,30-45,All,Gujarat,Emma Taylor,@olivia.c,448459,498,11041,Home Appliances,Neutral,Gujarat,30-45,Male,Twitter,8.159810947
294,Brand72,Food Products,30-45,Female,Karnataka,Isabella Moore,@isabella.m,521378,972,30507,Food Products,Negative,Karnataka,30-45,Female,Twitter,8.159810947
295,Brand1,Cosmetics,25-34,All,Gujarat,Mia Lee,@john.smith,769078,790,42669,Cosmetics,Negative,Gujarat,25-34,Male,Facebook,8.103879776
296,Brand54,Pet Supplies,40-50,Female,Punjab,Olivia Clark,@olivia.c,262154,95,42514,Pet Supplies,Neutral,Punjab,40-50,All,TikTok,8.103879776
297,Brand29,Gadgets,22-40,Female,Delhi,Jane Doe,@liam.brown,761622,402,10759,Gadgets,Positive,Delhi,22-40,All,Facebook,8.102399116
298,Brand72,Books,18-25,All,Bihar,John Smith,@emma.t,799151,985,32370,Books,Negative,Bihar,18-25,Male,Facebook,8.102399116
299,Brand66,Food Products,25-34,Male,Madhya Pradesh,Isabella Moore,@jane.doe,623788,663,39517,Food Products,Negative,Madhya Pradesh,25-34,Male,Instagram,8.087476932
300,Brand78,Fitness Equipment,25-40,Male,Uttar Pradesh,Jane Doe,@liam.brown,912309,882,24149,Fitness Equipment,Positive,Uttar Pradesh,25-40,All,Twitter,8.087476932
301,Brand88,Smartphones,18-25,All,Karnataka,John Smith,@emma.t,898029,927,7622,Smartphones,Neutral,Karnataka,18-25,All,Instagram,8.085770214
302,Brand60,Books,25-40,All,Bihar,Mia Lee,@noah.d,689505,172,40061,Books,Neutral,Bihar,25-40,Female,Facebook,8.085770214
303,Brand99,Clothing,25-34,All,Bihar,Mia Lee,@jane.doe,459395,727,36594,Clothing,Positive,Bihar,25-34,Male,TikTok,8.064877284
304,Brand42,Books,18-25,Female,India,Jane Doe,@olivia.c,741846,183,5106,Books,Positive,India,18-25,Male,TikTok,8.064877284
305,Brand26,Books,All,Female,Gujarat,Isabella Moore,@mia.lee,314518,101,36005,Books,Positive,Gujarat,All,Female,Facebook,8.058626009
