,id,brand_name,Product_category,target_age,target_gender,target_location,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_Gender,Platform,Engagement_rate,Interaction,Tags
502,503,Brand36,Eco-friendly Goods,25-40,Male,Uttar Pradesh,Olivia Clark,@john.smith,734357,813,11573,"eco, friendly, goods",Neutral,"uttar, pradesh","25, 40",male,youtube,1.5759365,0,"eco, friendly, goods, uttar, pradesh, 25, 40, male, youtube"
503,504,Brand62,Gadgets,40-50,Male,Delhi,Mason White,@isabella.m,234198,702,19895,gadgets,Negative,delhi,"40, 50",male,tiktok,8.494948719,1,"gadgets, delhi, 40, 50, male, tiktok"
504,505,Brand33,Pet Supplies,18-25,Male,Haryana,Mason White,@liam.brown,729945,798,18406,"pet, supplies",Negative,haryana,"18, 25",female,tiktok,2.521559844,0,"pet, supplies, haryana, 18, 25, female, tiktok"
505,506,Brand67,Smartphones,All,Male,West Bengal,John Smith,@jane.doe,918630,927,38113,smartphones,Positive,"west, bengal",,male,instagram,4.148895638,0,"smartphones, west, bengal, , male, instagram"
506,507,Brand75,Books,18-30,All,India,Olivia Clark,@noah.d,503318,786,37870,books,Positive,india,"18, 30",female,youtube,7.52407027,1,"books, india, 18, 30, female, youtube"
507,508,Brand10,Home Appliances,All,Male,Uttar Pradesh,Sophia Wilson,@olivia.c,159363,763,7515,"home, appliances",Negative,"uttar, pradesh",,,tiktok,4.715649178,0,"home, appliances, uttar, pradesh, , , tiktok"
508,509,Brand65,Gaming Products,18-25,All,Delhi,John Smith,@mia.lee,108900,762,20664,"gaming, products",Neutral,delhi,"18, 25",,youtube,18.97520661,1,"gaming, products, delhi, 18, 25, , youtube"
509,510,Brand52,Travel Services,18-30,All,Rajasthan,Olivia Clark,@liam.brown,297334,310,14843,"travel, services",Neutral,rajasthan,"18, 30",male,facebook,4.992029166,0,"travel, services, rajasthan, 18, 30, male, facebook"
510,511,Brand71,Smartphones,18-28,All,Gujarat,Emma Taylor,@liam.brown,899444,152,15361,smartphones,Positive,gujarat,"18, 28",female,tiktok,1.707832839,0,"smartphones, gujarat, 18, 28, female, tiktok"
511,512,Brand57,Art Supplies,18-28,Male,West Bengal,Emma Taylor,@olivia.c,829703,359,40216,"art, supplies",Negative,"west, bengal","18, 28",female,instagram,4.847035626,0,"art, supplies, west, bengal, 18, 28, female, instagram"
512,513,Brand62,Eco-friendly Goods,40-50,Male,Goa,Olivia Clark,@jane.doe,579430,941,37133,"eco, friendly, goods",Neutral,goa,"40, 50",male,facebook,6.408539427,1,"eco, friendly, goods, goa, 40, 50, male, facebook"
513,514,Brand34,Clothing,15-24,All,Haryana,Emma Taylor,@sophia.w,966831,547,30122,clothing,Negative,haryana,"15, 24",female,instagram,3.115539324,0,"clothing, haryana, 15, 24, female, instagram"
514,515,Brand89,Eco-friendly Goods,25-40,Female,Haryana,Isabella Moore,@jane.doe,776439,275,23150,"eco, friendly, goods",Positive,haryana,"25, 40",female,youtube,2.981560689,0,"eco, friendly, goods, haryana, 25, 40, female, youtube"
515,516,Brand100,Home Appliances,18-30,Male,West Bengal,Liam Brown,@olivia.c,262887,948,16128,"home, appliances",Positive,"west, bengal","18, 30",female,twitter,6.134955323,1,"home, appliances, west, bengal, 18, 30, female, twitter"
516,517,Brand86,Fashion Accessories,All,All,Madhya Pradesh,Noah Davis,@emma.t,497916,543,20987,"fashion, accessories",Negative,"madhya, pradesh",,,instagram,4.214967987,0,"fashion, accessories, madhya, pradesh, , , instagram"
517,518,Brand37,Clothing,40-50,Female,Delhi,Mia Lee,@jane.doe,167249,845,41126,clothing,Neutral,delhi,"40, 50",female,instagram,24.58968365,1,"clothing, delhi, 40, 50, female, instagram"
518,519,Brand53,Gadgets,25-40,All,India,Noah Davis,@olivia.c,965671,472,49192,gadgets,Negative,india,"25, 40",male,instagram,5.094074483,1,"gadgets, india, 25, 40, male, instagram"
519,520,Brand75,Smartphones,25-34,Female,Bihar,Mason White,@isabella.m,983306,455,14692,smartphones,Positive,bihar,"25, 34",male,twitter,1.494143227,0,"smartphones, bihar, 25, 34, male, twitter"
520,521,Brand67,Clothing,22-40,All,West Bengal,Mason White,@emma.t,711444,762,48227,clothing,Neutral,"west, bengal","22, 40",,youtube,6.778748573,1,"clothing, west, bengal, 22, 40, , youtube"
521,522,Brand4,Smartphones,40-50,Male,Haryana,Sophia Wilson,@emma.t,923309,182,28932,smartphones,Negative,haryana,"40, 50",female,youtube,3.133512183,0,"smartphones, haryana, 40, 50, female, youtube"
522,523,Brand43,Fashion Accessories,25-40,Female,Karnataka,Isabella Moore,@jane.doe,705233,789,19671,"fashion, accessories",Positive,karnataka,"25, 40",,instagram,2.789290915,0,"fashion, accessories, karnataka, 25, 40, , instagram"
523,524,Brand7,Food Products,18-28,Male,Karnataka,Sophia Wilson,@sophia.w,503092,441,38682,"food, products",Positive,karnataka,"18, 28",,youtube,7.688852138,1,"food, products, karnataka, 18, 28, , youtube"
524,525,Brand45,Cosmetics,25-40,Male,Madhya Pradesh,John Smith,@emma.t,416981,246,14649,cosmetics,Negative,"madhya, pradesh","25, 40",,youtube,3.51310971,0,"cosmetics, madhya, pradesh, 25, 40, , youtube"
525,526,Brand68,Cosmetics,18-28,Female,Rajasthan,Mason White,@mia.lee,632956,901,35379,cosmetics,Neutral,rajasthan,"18, 28",female,twitter,5.589488053,1,"cosmetics, rajasthan, 18, 28, female, twitter"
526,527,Brand32,Gaming Products,25-34,Female,Kerala,Sophia Wilson,@mia.lee,848657,608,26836,"gaming, products",Negative,kerala,"25, 34",,instagram,3.162172703,0,"gaming, products, kerala, 25, 34, , instagram"
527,528,Brand84,Clothing,40-50,Male,Bihar,Noah Davis,@mia.lee,579810,936,46892,clothing,Neutral,bihar,"40, 50",,instagram,8.087476932,1,"clothing, bihar, 40, 50, , instagram"
528,529,Brand50,Smartphones,All,Male,Kerala,Olivia Clark,@mason.w,969213,872,47670,smartphones,Positive,kerala,,female,tiktok,4.918423504,0,"smartphones, kerala, , female, tiktok"
529,530,Brand98,Smartphones,30-45,Male,Rajasthan,Mason White,@liam.brown,598096,560,18545,smartphones,Positive,rajasthan,"30, 45",female,youtube,3.100672802,0,"smartphones, rajasthan, 30, 45, female, youtube"
530,531,Brand75,Smartphones,18-30,All,India,Emma Taylor,@mason.w,497230,407,18440,smartphones,Negative,india,"18, 30",female,youtube,3.708545341,0,"smartphones, india, 18, 30, female, youtube"
531,532,Brand87,Pet Supplies,30-45,Female,Kerala,Jane Doe,@mia.lee,625760,165,47366,"pet, supplies",Positive,kerala,"30, 45",male,instagram,7.569355664,1,"pet, supplies, kerala, 30, 45, male, instagram"
532,533,Brand18,Books,40-50,Male,Delhi,Noah Davis,@mia.lee,147696,650,6932,books,Negative,delhi,"40, 50",male,youtube,4.693424331,0,"books, delhi, 40, 50, male, youtube"
533,534,Brand87,Travel Services,18-30,Female,Uttar Pradesh,Noah Davis,@mason.w,114175,772,14805,"travel, services",Negative,"uttar, pradesh","18, 30",female,tiktok,12.96693672,1,"travel, services, uttar, pradesh, 18, 30, female, tiktok"
534,535,Brand9,Books,25-40,Female,Bihar,Mia Lee,@emma.t,232954,240,18472,books,Positive,bihar,"25, 40",,tiktok,7.929462469,1,"books, bihar, 25, 40, , tiktok"
535,536,Brand48,Cosmetics,18-30,Male,Punjab,Noah Davis,@jane.doe,232058,615,35836,cosmetics,Neutral,punjab,"18, 30",,twitter,15.44269105,1,"cosmetics, punjab, 18, 30, , twitter"
536,537,Brand46,Gadgets,18-28,Male,West Bengal,Mason White,@mason.w,812092,110,18020,gadgets,Positive,"west, bengal","18, 28",,instagram,2.218960413,0,"gadgets, west, bengal, 18, 28, , instagram"
537,538,Brand52,Books,18-25,All,Kerala,Sophia Wilson,@olivia.c,527854,94,40883,books,Neutral,kerala,"18, 25",,instagram,7.745134071,1,"books, kerala, 18, 25, , instagram"
538,539,Brand48,Fitness Equipment,30-45,Male,Gujarat,Mia Lee,@john.smith,791098,494,22910,"fitness, equipment",Neutral,gujarat,"30, 45",female,twitter,2.895974961,0,"fitness, equipment, gujarat, 30, 45, female, twitter"
539,540,Brand33,Pet Supplies,18-25,All,India,Sophia Wilson,@mia.lee,557049,679,20273,"pet, supplies",Neutral,india,"18, 25",female,facebook,3.639356681,0,"pet, supplies, india, 18, 25, female, facebook"
540,541,Brand60,Gadgets,15-24,Female,Haryana,Jane Doe,@jane.doe,871592,467,14736,gadgets,Negative,haryana,"15, 24",male,tiktok,1.690699318,0,"gadgets, haryana, 15, 24, male, tiktok"
541,542,Brand48,Clothing,25-40,Male,West Bengal,Olivia Clark,@mia.lee,899207,780,23581,clothing,Positive,"west, bengal","25, 40",male,facebook,2.622421756,0,"clothing, west, bengal, 25, 40, male, facebook"
542,543,Brand83,Art Supplies,18-30,All,Punjab,Mason White,@mia.lee,707184,989,13162,"art, supplies",Negative,punjab,"18, 30",female,instagram,1.861184642,0,"art, supplies, punjab, 18, 30, female, instagram"
543,544,Brand38,Fitness Equipment,25-40,Female,Haryana,Isabella Moore,@noah.d,128155,88,26056,"fitness, equipment",Neutral,haryana,"25, 40",,instagram,20.33162967,1,"fitness, equipment, haryana, 25, 40, , instagram"
544,545,Brand9,Cosmetics,18-30,All,Tamil Nadu,Noah Davis,@isabella.m,999017,546,19895,cosmetics,Neutral,"tamil, nadu","18, 30",,facebook,1.991457603,0,"cosmetics, tamil, nadu, 18, 30, , facebook"
545,546,Brand54,Food Products,18-28,Female,Uttar Pradesh,Emma Taylor,@sophia.w,357491,871,31456,"food, products",Negative,"uttar, pradesh","18, 28",female,tiktok,8.799102635,1,"food, products, uttar, pradesh, 18, 28, female, tiktok"
546,547,Brand82,Gaming Products,All,Female,Madhya Pradesh,Emma Taylor,@isabella.m,284207,248,41012,"gaming, products",Negative,"madhya, pradesh",,female,youtube,14.43032719,1,"gaming, products, madhya, pradesh, , female, youtube"
547,548,Brand47,Pet Supplies,30-45,All,Punjab,Mia Lee,@noah.d,672772,732,40177,"pet, supplies",Negative,punjab,"30, 45",,facebook,5.971859709,1,"pet, supplies, punjab, 30, 45, , facebook"
548,549,Brand18,Fashion Accessories,All,Female,India,Mason White,@liam.brown,652550,895,6734,"fashion, accessories",Positive,india,,male,instagram,1.031951575,0,"fashion, accessories, india, , male, instagram"
549,550,Brand97,Cosmetics,40-50,Female,Tamil Nadu,Liam Brown,@sophia.w,902104,84,22325,cosmetics,Neutral,"tamil, nadu","40, 50",,youtube,2.474770093,0,"cosmetics, tamil, nadu, 40, 50, , youtube"
550,551,Brand94,Eco-friendly Goods,All,All,Bihar,Isabella Moore,@mason.w,748479,577,19818,"eco, friendly, goods",Neutral,bihar,,,tiktok,2.647769677,0,"eco, friendly, goods, bihar, , , tiktok"
551,552,Brand18,Pet Supplies,30-45,Male,Maharashtra,Emma Taylor,@emma.t,756248,476,37556,"pet, supplies",Neutral,maharashtra,"30, 45",male,twitter,4.966095778,0,"pet, supplies, maharashtra, 30, 45, male, twitter"
552,553,Brand15,Clothing,25-34,All,Rajasthan,Olivia Clark,@sophia.w,133073,245,33301,clothing,Negative,rajasthan,"25, 34",male,tiktok,25.02461055,1,"clothing, rajasthan, 25, 34, male, tiktok"
553,554,Brand95,Home Appliances,40-50,All,Delhi,Jane Doe,@sophia.w,883838,847,40898,"home, appliances",Negative,delhi,"40, 50",female,instagram,4.627318581,0,"home, appliances, delhi, 40, 50, female, instagram"
554,555,Brand39,Books,40-50,All,Maharashtra,John Smith,@emma.t,605245,814,21494,books,Neutral,maharashtra,"40, 50",,facebook,3.551289147,0,"books, maharashtra, 40, 50, , facebook"
555,556,Brand24,Pet Supplies,30-45,Female,Kerala,Emma Taylor,@emma.t,579879,428,41676,"pet, supplies",Negative,kerala,"30, 45",female,youtube,7.187016602,1,"pet, supplies, kerala, 30, 45, female, youtube"
556,557,Brand34,Home Appliances,18-28,All,Bihar,John Smith,@jane.doe,758891,223,18970,"home, appliances",Neutral,bihar,"18, 28",female,instagram,2.49970022,0,"home, appliances, bihar, 18, 28, female, instagram"
557,558,Brand9,Pet Supplies,25-34,Male,Goa,Mia Lee,@isabella.m,423909,354,24228,"pet, supplies",Positive,goa,"25, 34",,youtube,5.715377593,1,"pet, supplies, goa, 25, 34, , youtube"
558,559,Brand41,Travel Services,15-24,Male,Tamil Nadu,Jane Doe,@jane.doe,636436,185,40228,"travel, services",Negative,"tamil, nadu","15, 24",,instagram,6.320824089,1,"travel, services, tamil, nadu, 15, 24, , instagram"
559,560,Brand42,Fashion Accessories,25-40,All,India,Noah Davis,@noah.d,427185,971,17535,"fashion, accessories",Positive,india,"25, 40",male,instagram,4.10477896,0,"fashion, accessories, india, 25, 40, male, instagram"
560,561,Brand65,Travel Services,18-30,All,Tamil Nadu,Olivia Clark,@mia.lee,810874,695,7945,"travel, services",Negative,"tamil, nadu","18, 30",female,twitter,0.979806974,0,"travel, services, tamil, nadu, 18, 30, female, twitter"
561,562,Brand55,Gaming Products,All,Male,Bihar,John Smith,@olivia.c,253908,754,8028,"gaming, products",Positive,bihar,,,facebook,3.161775131,0,"gaming, products, bihar, , , facebook"
562,563,Brand60,Smartphones,18-30,Female,Delhi,Olivia Clark,@sophia.w,605812,84,37042,smartphones,Positive,delhi,"18, 30",,twitter,6.114438143,1,"smartphones, delhi, 18, 30, , twitter"
563,564,Brand56,Food Products,All,All,Tamil Nadu,John Smith,@mason.w,243067,911,37806,"food, products",Positive,"tamil, nadu",,female,youtube,15.55373621,1,"food, products, tamil, nadu, , female, youtube"
564,565,Brand9,Food Products,15-24,Female,Madhya Pradesh,Liam Brown,@olivia.c,263957,999,30821,"food, products",Positive,"madhya, pradesh","15, 24",female,twitter,11.67652307,1,"food, products, madhya, pradesh, 15, 24, female, twitter"
565,566,Brand54,Cosmetics,15-24,All,Kerala,Isabella Moore,@jane.doe,591266,442,45307,cosmetics,Neutral,kerala,"15, 24",female,youtube,7.662710185,1,"cosmetics, kerala, 15, 24, female, youtube"
566,567,Brand28,Cosmetics,15-24,All,West Bengal,Olivia Clark,@noah.d,363123,108,17193,cosmetics,Neutral,"west, bengal","15, 24",,tiktok,4.734759296,0,"cosmetics, west, bengal, 15, 24, , tiktok"
567,568,Brand4,Pet Supplies,18-25,All,Uttar Pradesh,Noah Davis,@emma.t,675208,880,45818,"pet, supplies",Positive,"uttar, pradesh","18, 25",male,facebook,6.785760832,1,"pet, supplies, uttar, pradesh, 18, 25, male, facebook"
568,569,Brand12,Smartphones,All,Female,Haryana,John Smith,@sophia.w,499500,520,8500,smartphones,Positive,haryana,,female,instagram,1.701701702,0,"smartphones, haryana, , female, instagram"
569,570,Brand58,Clothing,25-34,Male,India,Mia Lee,@liam.brown,709360,775,11327,clothing,Negative,india,"25, 34",female,youtube,1.596791474,0,"clothing, india, 25, 34, female, youtube"
570,571,Brand72,Travel Services,All,All,Haryana,Mia Lee,@liam.brown,972258,163,46424,"travel, services",Neutral,haryana,,female,tiktok,4.774864285,0,"travel, services, haryana, , female, tiktok"
571,572,Brand46,Gadgets,All,All,Haryana,Isabella Moore,@mason.w,767157,319,33532,gadgets,Negative,haryana,,female,facebook,4.370943627,0,"gadgets, haryana, , female, facebook"
572,573,Brand29,Pet Supplies,All,All,Uttar Pradesh,Isabella Moore,@emma.t,983989,452,5901,"pet, supplies",Negative,"uttar, pradesh",,male,facebook,0.599701826,0,"pet, supplies, uttar, pradesh, , male, facebook"
573,574,Brand88,Home Appliances,30-45,Male,Uttar Pradesh,Jane Doe,@jane.doe,296171,707,39602,"home, appliances",Positive,"uttar, pradesh","30, 45",,instagram,13.3713294,1,"home, appliances, uttar, pradesh, 30, 45, , instagram"
574,575,Brand11,Cosmetics,40-50,All,Goa,Emma Taylor,@olivia.c,115842,880,10901,cosmetics,Positive,goa,"40, 50",female,instagram,9.410231177,1,"cosmetics, goa, 40, 50, female, instagram"
575,576,Brand94,Cosmetics,25-40,Female,Maharashtra,Olivia Clark,@john.smith,662815,383,12491,cosmetics,Positive,maharashtra,"25, 40",male,instagram,1.884537918,0,"cosmetics, maharashtra, 25, 40, male, instagram"
576,577,Brand52,Nutrition Products,25-40,Male,Bihar,Isabella Moore,@isabella.m,227962,448,19653,"nutrition, products",Neutral,bihar,"25, 40",female,facebook,8.621173704,1,"nutrition, products, bihar, 25, 40, female, facebook"
577,578,Brand1,Nutrition Products,15-24,Male,Madhya Pradesh,Noah Davis,@noah.d,199499,762,13320,"nutrition, products",Neutral,"madhya, pradesh","15, 24",female,tiktok,6.676725197,1,"nutrition, products, madhya, pradesh, 15, 24, female, tiktok"
578,579,Brand31,Nutrition Products,22-40,Female,Kerala,John Smith,@mason.w,287904,563,27958,"nutrition, products",Negative,kerala,"22, 40",male,instagram,9.710875848,1,"nutrition, products, kerala, 22, 40, male, instagram"
579,580,Brand52,Nutrition Products,15-24,All,Punjab,Jane Doe,@liam.brown,374391,347,30908,"nutrition, products",Positive,punjab,"15, 24",female,youtube,8.255540331,1,"nutrition, products, punjab, 15, 24, female, youtube"
580,581,Brand59,Home Appliances,18-30,Male,Delhi,Jane Doe,@isabella.m,380312,402,45891,"home, appliances",Positive,delhi,"18, 30",female,tiktok,12.06667157,1,"home, appliances, delhi, 18, 30, female, tiktok"
581,582,Brand3,Books,18-28,All,Tamil Nadu,Noah Davis,@liam.brown,780636,865,23117,books,Neutral,"tamil, nadu","18, 28",,tiktok,2.961303348,0,"books, tamil, nadu, 18, 28, , tiktok"
582,583,Brand73,Home Appliances,40-50,All,Karnataka,John Smith,@mason.w,537225,302,7033,"home, appliances",Positive,karnataka,"40, 50",female,facebook,1.309134906,0,"home, appliances, karnataka, 40, 50, female, facebook"
583,584,Brand17,Smartphones,18-30,All,Punjab,Isabella Moore,@emma.t,706176,928,27676,smartphones,Positive,punjab,"18, 30",female,facebook,3.919136306,0,"smartphones, punjab, 18, 30, female, facebook"
584,585,Brand45,Fitness Equipment,40-50,Male,Haryana,Olivia Clark,@olivia.c,168660,780,26275,"fitness, equipment",Positive,haryana,"40, 50",,facebook,15.578679,1,"fitness, equipment, haryana, 40, 50, , facebook"
585,586,Brand53,Gaming Products,25-34,Male,Bihar,Isabella Moore,@mia.lee,210423,76,15732,"gaming, products",Positive,bihar,"25, 34",,tiktok,7.476369028,1,"gaming, products, bihar, 25, 34, , tiktok"
586,587,Brand57,Fashion Accessories,18-25,Male,Delhi,Jane Doe,@john.smith,463960,150,27188,"fashion, accessories",Negative,delhi,"18, 25",,youtube,5.85998793,1,"fashion, accessories, delhi, 18, 25, , youtube"
587,588,Brand16,Travel Services,40-50,Male,Maharashtra,Noah Davis,@jane.doe,602041,188,11426,"travel, services",Positive,maharashtra,"40, 50",female,facebook,1.897877387,0,"travel, services, maharashtra, 40, 50, female, facebook"
588,589,Brand95,Gaming Products,15-24,All,Madhya Pradesh,John Smith,@mia.lee,560212,232,18632,"gaming, products",Positive,"madhya, pradesh","15, 24",male,instagram,3.325883773,0,"gaming, products, madhya, pradesh, 15, 24, male, instagram"
589,590,Brand44,Cosmetics,All,Male,Punjab,Liam Brown,@emma.t,712256,321,29296,cosmetics,Positive,punjab,,,facebook,4.113127864,0,"cosmetics, punjab, , , facebook"
590,591,Brand5,Fitness Equipment,25-40,Male,Delhi,John Smith,@mason.w,837834,864,27758,"fitness, equipment",Neutral,delhi,"25, 40",female,twitter,3.313066789,0,"fitness, equipment, delhi, 25, 40, female, twitter"
591,592,Brand86,Food Products,30-45,Female,West Bengal,Liam Brown,@isabella.m,584402,830,20179,"food, products",Positive,"west, bengal","30, 45",male,facebook,3.452931373,0,"food, products, west, bengal, 30, 45, male, facebook"
592,593,Brand11,Cosmetics,18-30,All,Rajasthan,Jane Doe,@mia.lee,125835,853,34363,cosmetics,Neutral,rajasthan,"18, 30",,youtube,27.30798268,1,"cosmetics, rajasthan, 18, 30, , youtube"
593,594,Brand70,Gaming Products,30-45,Female,Maharashtra,Olivia Clark,@mason.w,309053,576,11176,"gaming, products",Positive,maharashtra,"30, 45",male,twitter,3.616208223,0,"gaming, products, maharashtra, 30, 45, male, twitter"
594,595,Brand2,Clothing,18-28,Female,Tamil Nadu,Mason White,@mia.lee,873018,674,5386,clothing,Positive,"tamil, nadu","18, 28",male,facebook,0.616940315,0,"clothing, tamil, nadu, 18, 28, male, facebook"
595,596,Brand8,Travel Services,18-30,All,Tamil Nadu,Mason White,@olivia.c,628311,264,49297,"travel, services",Positive,"tamil, nadu","18, 30",,facebook,7.845955267,1,"travel, services, tamil, nadu, 18, 30, , facebook"
596,597,Brand80,Pet Supplies,30-45,Female,Madhya Pradesh,John Smith,@sophia.w,261141,552,10765,"pet, supplies",Positive,"madhya, pradesh","30, 45",male,instagram,4.122294086,0,"pet, supplies, madhya, pradesh, 30, 45, male, instagram"
597,598,Brand29,Eco-friendly Goods,18-25,All,Goa,Emma Taylor,@john.smith,822197,573,41596,"eco, friendly, goods",Negative,goa,"18, 25",male,instagram,5.059128165,1,"eco, friendly, goods, goa, 18, 25, male, instagram"
598,599,Brand7,Gaming Products,25-40,All,Rajasthan,Olivia Clark,@mason.w,783527,359,7200,"gaming, products",Positive,rajasthan,"25, 40",female,instagram,0.918921747,0,"gaming, products, rajasthan, 25, 40, female, instagram"
599,600,Brand89,Fitness Equipment,22-40,All,Tamil Nadu,Isabella Moore,@isabella.m,370575,570,28219,"fitness, equipment",Negative,"tamil, nadu","22, 40",,tiktok,7.614922755,1,"fitness, equipment, tamil, nadu, 22, 40, , tiktok"
