id,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_gender,Platform,Engagement_rate
926,Mia Johnson,Rohit@abc,638336,193,24716,Home Appliances,Positive,Delhi,30-45,Male,Instagram,2.605720826
927,Isabella Anderson,Jackson Lee@abc,202147,114,32011,Food Products,Negative,Kerala,All,All,Youtube,2.593455564
928,Noah Martinez,Sujeet@r,264487,174,12690,Art Supplies,Neutral,Rajasthan,18-28,All,Facebook,2.593455564
929,Sujeet,Akshay@kumar,980666,544,12690,Cosmetics,Neutral,Delhi,18-28,Male,Tiktok,2.570674337
930,Ankit,Noah Martinez@abc,366076,241,12822,Smartphones,Negative,Gujarat,30-45,All,Instagram,2.570674337
931,Akshay,Faisal@dscdf,546160,609,21103,Smartphones,Positive,Madhya Pradesh,15-24,Male,Instagram,2.547294642
932,Rohit,Akshay@kumar,767339,545,24651,Gadgets,Neutral,Karnataka,18-28,All,Tiktok,2.547294642
933,Emma Garcia,Elijah White@abc,264487,229,42833,Food Products,Neutral,Uttar Pradesh,18-30,All,Facebook,2.52485803
934,Noah Martinez,Mia Johnson@abc,324945,962,34550,Fashion Accessories,Negative,Madhya Pradesh,18-30,All,Tiktok,2.52485803
935,Isabella Anderson,Mia Johnson@abc,202147,193,30531,Gadgets,Negative,Punjab,22-40,All,Instagram,2.521559844
936,Sujeet,Sujeet@r,981575,609,24716,Gadgets,Negative,Delhi,15-24,All,Tiktok,2.521559844
937,Sanjay DuttAiden Smith,Ankit@jk,857495,193,40011,Art Supplies,Positive,Punjab,22-40,Female,Instagram,2.49970022
938,Sujeet,Sujeet@r,230748,114,18570,Cosmetics,Neutral,Karnataka,22-40,All,Instagram,2.49970022
939,Ethan Jones,Rahul@cdf,409843,135,21103,Smartphones,Negative,Gujarat,15-24,Male,Tiktok,2.498561811
940,Lucas Brown,Sarukh khan@abc,702603,174,8042,Home Appliances,Negative,Tamil Nadu,All,Female,Youtube,2.498561811
941,Gagan,Emma Garcia@abc,851696,545,43038,Cosmetics,Neutral,Uttar Pradesh,18-30,Male,Facebook,2.493662405
942,Amitabh,Akshay@kumar,113855,961,5494,Travel Services,Positive,Gujarat,18-30,Female,Instagram,2.493662405
943,Salman Khan,Amelia Taylor@abc,230748,386,25661,Nutrition Products,Neutral,Karnataka,18-30,Male,Facebook,2.474770093
944,Rahul,Ankit@jk,495171,690,30531,Books,Negative,Punjab,18-30,All,Instagram,2.474770093
945,Sanjay DuttAiden Smith,Jackson Lee@abc,113855,174,40347,Cosmetics,Negative,Kerala,All,All,Instagram,2.470651821
946,Amelia Taylor,Emma Garcia@abc,857495,175,21697,Art Supplies,Negative,Maharashtra,18-30,Male,Youtube,2.470651821
947,Ethan Jones,Gaurav@jn,801403,669,31587,Travel Services,Negative,Kerala,25-40,All,Facebook,2.464313272
948,Mia Johnson,Ashwin@ravichandra,302086,175,31587,Smartphones,Negative,Tamil Nadu,All,Female,Facebook,2.464313272
949,Rohit,Mia Johnson@abc,254997,143,34817,Nutrition Products,Positive,Uttar Pradesh,18-30,Female,Facebook,2.461986492
950,Rohit,Liam Harris@abc,230748,973,24651,Gaming Products,Neutral,Madhya Pradesh,18-25,All,Instagram,2.461986492
951,Gagan,Vicky@kaushal,750376,540,6893,Books,Negative,Delhi,18-28,All,Youtube,2.44126193
952,Isabella Anderson,Zoe Williams@abc,857495,944,24228,Art Supplies,Neutral,Tamil Nadu,15-24,All,Instagram,2.44126193
953,Elijah White,Sarukh khan@abc,409843,229,34550,Smartphones,Negative,Kerala,40-50,Male,Youtube,2.424820321
954,Sanjay DuttAiden Smith,Jackson Lee@abc,856447,978,30531,Travel Services,Positive,Madhya Pradesh,18-30,Male,Youtube,2.424820321
955,Gaurav,Vicky@kaushal,258700,135,21697,Gadgets,Neutral,Uttar Pradesh,18-30,All,Youtube,2.421957965
956,Mia Johnson,Elijah White@abc,702603,544,26869,Smartphones,Positive,Madhya Pradesh,18-30,All,Tiktok,2.421957965
957,Ava Wilson,Sanjay Dutt@abcAiden Smith@abc,702603,135,47405,Food Products,Neutral,Rajasthan,15-24,Male,Instagram,2.412863117
958,Amelia Taylor,Liam Harris@abc,258700,174,47405,Food Products,Neutral,Madhya Pradesh,15-24,Female,Twitter,2.412863117
959,Vicky,Sujeet@r,113855,832,49145,Smartphones,Neutral,Haryana,25-40,All,Tiktok,2.412677023
960,Gaurav,Saurav@jn,338287,922,46587,Cosmetics,Negative,Uttar Pradesh,All,Male,Facebook,2.412677023
961,Emma Garcia,Saurav@jn,702603,534,6903,Travel Services,Negative,Punjab,22-40,All,Instagram,2.411863751
962,Zoe Williams,Ethan Jones@abc,426339,127,28180,Travel Services,Neutral,Uttar Pradesh,18-30,All,Instagram,2.411863751
963,Lucas Brown,Amitabh@abc,302086,609,25661,Eco-friendly Goods,Negative,Maharashtra,15-24,Female,Instagram,2.381147646
964,Salman Khan,Sujeet@r,709166,51,28785,Eco-friendly Goods,Negative,Karnataka,All,Male,Twitter,2.381147646
965,Emma Garcia,Sophia Rodriguez@abc,340770,143,31587,Fashion Accessories,Negative,Kerala,30-45,Male,Youtube,2.343214471
966,Oliver Thompson,Gaurav@jn,302086,301,47405,Gadgets,Neutral,Kerala,22-40,Female,Twitter,2.343214471
967,Sophia Rodriguez,Salman Khan@abc,254997,961,41587,Nutrition Products,Positive,Maharashtra,40-50,Female,Tiktok,2.335158317
968,Ashwin,Rohit@abc,202147,433,47405,Nutrition Products,Negative,Karnataka,40-50,Female,Twitter,2.335158317
969,Lucas Brown,Noah Martinez@abc,204024,394,12931,Nutrition Products,Neutral,Haryana,18-30,All,Twitter,2.309717136
970,Ethan Jones,Amelia Taylor@abc,709166,60,36337,Gaming Products,Neutral,Uttar Pradesh,18-30,Male,Twitter,2.309717136
971,Ashwin,Noah Martinez@abc,709166,762,24228,Smartphones,Neutral,Punjab,18-25,Male,Tiktok,2.293714031
972,Oliver Thompson,Sanjay Dutt@abcAiden Smith@abc,258700,394,49145,Fashion Accessories,Neutral,Rajasthan,15-24,Female,Facebook,2.293714031
973,Saurav,Ashwin@ravichandra,264487,205,7083,Travel Services,Neutral,Tamil Nadu,18-30,All,Youtube,2.285683703
974,Emma Garcia,Zoe Williams@abc,169890,847,46587,Smartphones,Negative,Uttar Pradesh,18-30,All,Instagram,2.285683703
975,Sanjay DuttAiden Smith,Gagan@fef,971583,122,43038,Fashion Accessories,Negative,Rajasthan,18-30,Female,Instagram,2.278017709
976,Rohit,Sophia Rodriguez@abc,169890,229,32011,Gadgets,Negative,Maharashtra,All,Male,Tiktok,2.278017709
977,Isabella Anderson,Emma Garcia@abc,204024,190,39221,Smartphones,Negative,Maharashtra,All,Female,Youtube,2.275578939
978,Isabella Anderson,Amelia Taylor@abc,113855,412,8042,Cosmetics,Negative,West Bengal,30-45,Female,Instagram,2.275578939
979,Saurav,Ethan Jones@abc,302086,986,12690,Nutrition Products,Positive,Maharashtra,All,Female,Twitter,2.269091094
980,Sophia Rodriguez,Liam Harris@abc,784742,241,25661,Art Supplies,Negative,Rajasthan,All,Female,Twitter,2.269091094
981,Rohit,Mia Johnson@abc,409843,122,20008,Fashion Accessories,Positive,Gujarat,30-45,Female,Youtube,2.259645078
982,Faisal,Ava Wilson@abc,971583,847,34817,Art Supplies,Negative,Tamil Nadu,40-50,Female,Tiktok,2.259645078
983,Sanjay DuttAiden Smith,Sanjay Dutt@abcAiden Smith@abc,784742,978,20008,Travel Services,Positive,Punjab,40-50,All,Instagram,2.258139991
984,Mia Johnson,Zoe Williams@abc,992087,386,40011,Home Appliances,Negative,Karnataka,22-40,All,Facebook,2.258139991
985,Oliver Thompson,Sujeet@r,638336,572,36337,Home Appliances,Neutral,Kerala,15-24,Female,Youtube,2.255299955
986,Liam Harris,Sophia Rodriguez@abc,885659,986,40347,Travel Services,Neutral,Gujarat,18-30,Male,Instagram,2.255299955
987,Ankit,Rohit@abc,702603,632,18570,Smartphones,Positive,Madhya Pradesh,18-30,Male,Twitter,2.252550087
988,Sanjay DuttAiden Smith,Mia Johnson@abc,546160,241,20008,Travel Services,Positive,Punjab,All,Female,Instagram,2.252550087
989,Ava Wilson,Isabella Anderson@abc,546160,122,30531,Smartphones,Negative,Goa,18-30,All,Twitter,2.24594927
990,Rahul,Isabella Anderson@abc,856447,190,5494,Food Products,Neutral,Uttar Pradesh,15-24,Female,Tiktok,2.24594927
991,Zoe Williams,Isabella Anderson@abc,702603,986,26869,Clothing,Negative,Maharashtra,15-24,All,Instagram,2.242789466
992,Elijah White,Amelia Taylor@abc,704611,832,29251,Smartphones,Neutral,Maharashtra,18-30,All,Youtube,2.242789466
993,Gaurav,Emma Garcia@abc,230748,534,27018,Cosmetics,Neutral,Punjab,15-24,All,Twitter,2.230598051
994,Oliver Thompson,Liam Harris@abc,997417,534,41587,Gaming Products,Negative,Gujarat,25-40,All,Youtube,2.230598051
995,Isabella Anderson,Ashwin@ravichandra,230748,51,47405,Home Appliances,Neutral,Punjab,15-24,All,Instagram,2.218960413
996,Zoe Williams,Saurav@jn,264487,832,26869,Pet Supplies,Positive,Madhya Pradesh,18-30,All,Facebook,2.218960413
997,Ava Wilson,Emma Garcia@abc,851696,999,32383,Travel Services,Negative,Madhya Pradesh,15-24,All,Facebook,2.209659482
998,Emma Garcia,Lucas Brown@abc,360266,605,47405,Cosmetics,Negative,Madhya Pradesh,15-24,All,Tiktok,2.209659482
999,Rahul,Noah Martinez@abc,757739,757,41717,Travel Services,Neutral,Maharashtra,18-30,All,Youtube,2.200503675
1000,Akshay,Amitabh@abc,682670,51,5859,Food Products,Neutral,Gujarat,30-45,Male,Tiktok,2.200503675
1001,Liam Harris,Gagan@fef,842653,143,12690,Gadgets,Neutral,Kerala,18-30,All,Youtube,2.174570777
1002,Ava Wilson,Oliver Thompson@abc,856447,229,34550,Pet Supplies,Positive,Madhya Pradesh,40-50,Female,Youtube,2.174570777
1003,Ethan Jones,Oliver Thompson@abc,254997,241,25661,Nutrition Products,Neutral,Delhi,22-40,Male,Tiktok,2.150437249
1004,Ava Wilson,Isabella Anderson@abc,981916,540,17005,Nutrition Products,Negative,Tamil Nadu,30-45,Male,Instagram,2.150437249
1005,Ethan Jones,Amitabh@abc,426339,572,34550,Gadgets,Positive,Gujarat,18-30,Female,Youtube,2.106191223
1006,Mia Johnson,Sophia Rodriguez@abc,495171,832,43038,Smartphones,Negative,Delhi,22-40,All,Youtube,2.106191223
1007,Ava Wilson,Sarukh khan@abc,702603,690,42198,Home Appliances,Negative,Kerala,15-24,Male,Facebook,2.105541015
1008,Elijah White,Mia Johnson@abc,287030,122,37363,Travel Services,Negative,Kerala,18-28,Female,Facebook,2.105541015
1009,Rahul,Ashwin@ravichandra,980666,317,32383,Fashion Accessories,Negative,Madhya Pradesh,15-24,All,Youtube,2.098387596
1010,Ethan Jones,Jackson Lee@abc,733223,609,6903,Gaming Products,Neutral,Kerala,22-40,Male,Instagram,2.098387596
1011,Noah Martinez,Faisal@dscdf,992087,190,6893,Smartphones,Neutral,Maharashtra,18-30,All,Facebook,2.088498711
1012,Sarukh khan,Gaurav@jn,302086,847,49725,Books,Positive,Rajasthan,30-45,Male,Youtube,2.088498711
1013,Noah Martinez,Isabella Anderson@abc,169890,241,24228,Fashion Accessories,Neutral,Gujarat,15-24,Female,Instagram,2.08565812
1014,Sujeet,Mia Johnson@abc,340770,922,42833,Home Appliances,Neutral,Karnataka,18-25,Male,Facebook,2.08565812
1015,Liam Harris,Noah Martinez@abc,546160,433,12822,Smartphones,Neutral,Goa,18-30,Male,Tiktok,2.041038602
1016,Elijah White,Gaurav@jn,254997,973,12690,Smartphones,Negative,Delhi,15-24,Female,Tiktok,2.041038602
1017,Akshay,Sujeet@r,971583,51,41587,Smartphones,Neutral,Haryana,18-30,Male,Youtube,2.03274407
1018,Oliver Thompson,Ankit@jk,885659,143,27018,Food Products,Neutral,Madhya Pradesh,18-25,All,Twitter,2.03274407
1019,Lucas Brown,Rohit@abc,612971,205,30531,Art Supplies,Neutral,Tamil Nadu,18-28,Female,Twitter,2.025851882
1020,Noah Martinez,Salman Khan@abc,981916,762,46587,Art Supplies,Neutral,Rajasthan,18-28,Male,Youtube,2.025851882
1021,Oliver Thompson,Saurav@jn,258700,241,12931,Fashion Accessories,Negative,Madhya Pradesh,18-30,Female,Facebook,2.000142208
1022,Sophia Rodriguez,Isabella Anderson@abc,302086,962,5859,Food Products,Negative,Delhi,18-28,Female,Facebook,2.000142208
1023,Ashwin,Rahul@cdf,440405,153,39221,Clothing,Positive,Goa,15-24,Male,Facebook,1.997272178
1024,Rohit,Sophia Rodriguez@abc,114466,669,6893,Gadgets,Neutral,Kerala,18-25,Male,Facebook,1.997272178
1025,Jackson Lee,Lucas Brown@abc,495171,944,15636,Pet Supplies,Negative,Kerala,18-30,All,Instagram,1.991457603
1026,Sujeet,Saurav@jn,366076,245,31587,Fashion Accessories,Positive,Kerala,40-50,Female,Twitter,1.991457603
1027,Sujeet,Saurav@jn,885659,60,13377,Clothing,Negative,Madhya Pradesh,18-30,All,Facebook,1.960209182
1028,Sujeet,Rahul@cdf,340770,135,27084,Home Appliances,Positive,Tamil Nadu,18-28,All,Instagram,1.960209182
1029,Ashwin,Ethan Jones@abc,741445,51,6903,Cosmetics,Negative,Kerala,18-30,All,Youtube,1.958291588
1030,Oliver Thompson,Sarukh khan@abc,981575,386,25661,Cosmetics,Negative,Delhi,18-30,Male,Twitter,1.958291588
1031,Sujeet,Saurav@jn,409843,58,12931,Travel Services,Positive,Maharashtra,15-24,Male,Instagram,1.947478055
1032,Salman Khan,Elijah White@abc,733223,245,36337,Fashion Accessories,Negative,Uttar Pradesh,All,All,Facebook,1.947478055
1033,Gaurav,Ashwin@ravichandra,709166,358,12822,Travel Services,Positive,Madhya Pradesh,15-24,All,Twitter,1.946824047
1034,Zoe Williams,Liam Harris@abc,971583,540,39221,Art Supplies,Positive,Madhya Pradesh,22-40,Male,Tiktok,1.946824047
1035,Ethan Jones,Sarukh khan@abc,856447,762,49725,Eco-friendly Goods,Neutral,Karnataka,22-40,All,Twitter,1.940824956
1036,Jackson Lee,Gaurav@jn,426339,609,18570,Gadgets,Negative,Punjab,18-30,Male,Facebook,1.940824956
1037,Emma Garcia,Zoe Williams@abc,426339,609,32383,Home Appliances,Positive,Goa,18-30,All,Instagram,1.904570552
1038,Sanjay DuttAiden Smith,Salman Khan@abc,733223,245,37363,Art Supplies,Neutral,Uttar Pradesh,40-50,Female,Tiktok,1.904570552
1039,Emma Garcia,Oliver Thompson@abc,682670,944,21697,Travel Services,Neutral,Rajasthan,All,Female,Facebook,1.897877387
1040,Sophia Rodriguez,Faisal@dscdf,885659,245,39221,Gadgets,Neutral,Maharashtra,15-24,Male,Instagram,1.897877387
1041,Liam Harris,Mia Johnson@abc,113855,122,31587,Smartphones,Neutral,Delhi,30-45,Male,Youtube,1.884537918
1042,Jackson Lee,Rahul@cdf,324945,245,5494,Smartphones,Neutral,Karnataka,18-30,All,Instagram,1.884537918
1043,Gaurav,Ethan Jones@abc,709166,669,6903,Gadgets,Neutral,Madhya Pradesh,18-30,Male,Instagram,1.871811646
1044,Isabella Anderson,Zoe Williams@abc,750376,143,43038,Fashion Accessories,Negative,Uttar Pradesh,18-30,Male,Twitter,1.871811646
1045,Zoe Williams,Ava Wilson@abc,767339,153,6893,Travel Services,Neutral,Rajasthan,All,All,Instagram,1.861184642
1046,Liam Harris,Rahul@cdf,366076,51,41313,Smartphones,Positive,Goa,15-24,All,Instagram,1.861184642
1047,Lucas Brown,Sujeet@r,851696,962,34550,Gadgets,Neutral,Maharashtra,15-24,Male,Facebook,1.853465372
1048,Gaurav,Gagan@fef,183216,174,18570,Cosmetics,Positive,Karnataka,22-40,All,Youtube,1.853465372
1049,Mia Johnson,Amitabh@abc,338287,545,22289,Nutrition Products,Negative,Rajasthan,25-40,All,Tiktok,1.839269691
1050,Sanjay DuttAiden Smith,Sujeet@r,487464,358,39221,Art Supplies,Positive,Delhi,18-30,Female,Youtube,1.839269691
1051,Noah Martinez,Amelia Taylor@abc,426339,174,15636,Fashion Accessories,Neutral,Rajasthan,40-50,All,Twitter,1.828927474
1052,Elijah White,Ankit@jk,487464,174,7083,Smartphones,Positive,Delhi,18-28,All,Twitter,1.828927474
1053,Emma Garcia,Sarukh khan@abc,183216,51,32011,Cosmetics,Neutral,Delhi,All,Female,Facebook,1.827833333
1054,Ashwin,Mia Johnson@abc,366076,572,24716,Eco-friendly Goods,Positive,Karnataka,All,Male,Facebook,1.827833333
1055,Lucas Brown,Amelia Taylor@abc,757739,386,24716,Food Products,Neutral,Madhya Pradesh,18-28,All,Twitter,1.81305743
1056,Vicky,Rohit@abc,750376,386,24716,Fashion Accessories,Positive,Delhi,22-40,Male,Twitter,1.81305743
1057,Oliver Thompson,Liam Harris@abc,741445,609,28180,Smartphones,Neutral,Kerala,22-40,Female,Twitter,1.759825106
1058,Rahul,Gagan@fef,338878,922,46587,Gadgets,Negative,Maharashtra,22-40,All,Youtube,1.759825106
1059,Gagan,Isabella Anderson@abc,230748,757,21697,Nutrition Products,Negative,Karnataka,15-24,Male,Facebook,1.707832839
1060,Rohit,Oliver Thompson@abc,851696,193,34550,Food Products,Positive,Tamil Nadu,30-45,All,Youtube,1.707832839
1061,Sujeet,Sarukh khan@abc,169890,127,5859,Travel Services,Negative,Kerala,30-45,All,Tiktok,1.706763188
1062,Zoe Williams,Faisal@dscdf,546160,394,25661,Cosmetics,Neutral,Kerala,22-40,All,Tiktok,1.706763188
1063,Oliver Thompson,Isabella Anderson@abc,612971,301,12690,Food Products,Negative,Madhya Pradesh,18-30,Male,Tiktok,1.701701702
1064,Gagan,Mia Johnson@abc,851696,241,25661,Nutrition Products,Neutral,Delhi,18-30,Male,Youtube,1.701701702
1065,Isabella Anderson,Akshay@kumar,360266,153,32011,Art Supplies,Neutral,Madhya Pradesh,18-30,Female,Twitter,1.690699318
1066,Emma Garcia,Ethan Jones@abc,546160,143,47405,Nutrition Products,Positive,West Bengal,15-24,All,Twitter,1.690699318
1067,Mia Johnson,Ethan Jones@abc,664210,609,26869,Eco-friendly Goods,Neutral,Haryana,18-28,All,Twitter,1.658068947
1068,Rahul,Ava Wilson@abc,183216,690,24228,Nutrition Products,Neutral,Kerala,40-50,Male,Facebook,1.658068947
1069,Ashwin,Elijah White@abc,169890,317,37363,Eco-friendly Goods,Negative,Delhi,18-28,Male,Tiktok,1.614815903
1070,Sophia Rodriguez,Jackson Lee@abc,341829,847,13377,Smartphones,Neutral,Karnataka,15-24,Female,Youtube,1.614815903
1071,Salman Khan,Mia Johnson@abc,980666,60,26869,Smartphones,Positive,Kerala,15-24,Male,Tiktok,1.60427612
1072,Lucas Brown,Amelia Taylor@abc,546160,114,34550,Smartphones,Negative,Karnataka,30-45,All,Youtube,1.60427612
1073,Emma Garcia,Oliver Thompson@abc,612971,58,21697,Smartphones,Neutral,Uttar Pradesh,18-30,Male,Twitter,1.598103574
1074,Noah Martinez,Salman Khan@abc,980666,245,47405,Food Products,Negative,Kerala,30-45,Male,Instagram,1.598103574
1075,Zoe Williams,Rohit@abc,114466,174,32383,Smartphones,Negative,Maharashtra,All,Male,Twitter,1.596791474
1076,Rohit,Lucas Brown@abc,842653,978,49145,Travel Services,Negative,Karnataka,40-50,All,Facebook,1.596791474
1077,Sujeet,Lucas Brown@abc,750376,572,6893,Fashion Accessories,Negative,Rajasthan,All,Female,Youtube,1.581217972
1078,Salman Khan,Gaurav@jn,784742,386,21103,Nutrition Products,Neutral,Tamil Nadu,30-45,All,Tiktok,1.581217972
1079,Sanjay DuttAiden Smith,Amelia Taylor@abc,842653,986,21103,Smartphones,Negative,Uttar Pradesh,18-30,Female,Facebook,1.5759365
1080,Zoe Williams,Zoe Williams@abc,113855,976,12690,Eco-friendly Goods,Positive,Punjab,15-24,Male,Instagram,1.5759365
1081,Zoe Williams,Ankit@jk,338287,978,5859,Smartphones,Negative,Kerala,22-40,All,Facebook,1.523385939
1082,Liam Harris,Emma Garcia@abc,113855,572,6893,Nutrition Products,Neutral,West Bengal,18-30,Male,Twitter,1.523385939
1083,Akshay,Isabella Anderson@abc,612971,986,18570,Home Appliances,Neutral,Maharashtra,30-45,All,Facebook,1.505466739
1084,Zoe Williams,Gagan@fef,885659,135,24228,Fashion Accessories,Negative,Punjab,40-50,All,Youtube,1.505466739
1085,Lucas Brown,Sophia Rodriguez@abc,971583,508,27084,Gadgets,Negative,Maharashtra,18-30,Female,Tiktok,1.50480622
1086,Liam Harris,Elijah White@abc,885659,962,37363,Travel Services,Negative,Kerala,All,Female,Tiktok,1.50480622
1087,Liam Harris,Sophia Rodriguez@abc,980666,127,34817,Clothing,Negative,Kerala,18-30,All,Youtube,1.495186873
1088,Amelia Taylor,Amelia Taylor@abc,258700,978,12931,Travel Services,Neutral,Punjab,18-30,All,Twitter,1.495186873
1089,Sujeet,Sophia Rodriguez@abc,202147,358,18570,Home Appliances,Negative,Karnataka,22-40,Male,Youtube,1.494143227
1090,Vicky,Elijah White@abc,885659,999,39221,Travel Services,Negative,Rajasthan,18-30,Female,Youtube,1.494143227
1091,Liam Harris,Vicky@kaushal,885659,922,29874,Home Appliances,Neutral,Maharashtra,18-30,Male,Youtube,1.469993949
1092,Gagan,Isabella Anderson@abc,971583,762,42833,Gadgets,Neutral,Punjab,15-24,All,Instagram,1.469993949
1093,Sanjay DuttAiden Smith,Zoe Williams@abc,338878,394,43038,Eco-friendly Goods,Negative,Madhya Pradesh,All,All,Twitter,1.456621236
1094,Noah Martinez,Oliver Thompson@abc,204024,632,28180,Travel Services,Positive,Karnataka,18-30,Female,Tiktok,1.456621236
1095,Saurav,Akshay@kumar,704611,412,34550,Gadgets,Positive,Goa,18-30,Male,Tiktok,1.435602299
1096,Lucas Brown,Mia Johnson@abc,971583,153,22289,Gadgets,Positive,Maharashtra,All,All,Tiktok,1.435602299
1097,Ava Wilson,Liam Harris@abc,254997,190,29874,Food Products,Negative,Gujarat,18-30,Male,Tiktok,1.412643017
1098,Amelia Taylor,Amelia Taylor@abc,612971,944,49725,Gadgets,Neutral,Punjab,22-40,All,Facebook,1.412643017
1099,Jackson Lee,Lucas Brown@abc,440405,60,27018,Travel Services,Neutral,Kerala,15-24,Female,Facebook,1.384382075
1100,Oliver Thompson,Faisal@dscdf,183216,175,37363,Fashion Accessories,Positive,Goa,40-50,All,Tiktok,1.384382075
1101,Rohit,Ashwin@ravichandra,801403,394,26257,Travel Services,Neutral,Delhi,40-50,Female,Youtube,1.37282456
1102,Sophia Rodriguez,Lucas Brown@abc,338287,386,30531,Eco-friendly Goods,Neutral,Rajasthan,18-28,Male,Twitter,1.37282456
1103,Emma Garcia,Isabella Anderson@abc,981575,508,34550,Fashion Accessories,Neutral,Madhya Pradesh,30-45,All,Tiktok,1.364072987
1104,Sarukh khan,Ethan Jones@abc,340770,669,41313,Cosmetics,Positive,Karnataka,All,Male,Instagram,1.364072987
1105,Elijah White,Oliver Thompson@abc,709166,976,7083,Food Products,Negative,Maharashtra,40-50,Female,Facebook,1.359937134
1106,Jackson Lee,Rohit@abc,258700,999,6903,Nutrition Products,Neutral,Rajasthan,18-30,Male,Youtube,1.359937134
1107,Ethan Jones,Isabella Anderson@abc,324945,193,12690,Nutrition Products,Neutral,Karnataka,18-30,Male,Instagram,1.346012063
1108,Lucas Brown,Gaurav@jn,287030,143,20008,Gaming Products,Negative,Goa,18-25,All,Facebook,1.346012063
1109,Ethan Jones,Saurav@jn,784742,190,49145,Nutrition Products,Negative,Madhya Pradesh,All,All,Tiktok,1.339421086
1110,Amelia Taylor,Sophia Rodriguez@abc,341829,60,29251,Travel Services,Neutral,Punjab,All,All,Twitter,1.339421086
1111,Gagan,Elijah White@abc,638336,961,32011,Art Supplies,Negative,Delhi,18-28,All,Facebook,1.316502541
1112,Rohit,Ava Wilson@abc,704611,609,21697,Cosmetics,Neutral,Uttar Pradesh,18-28,Female,Instagram,1.316502541
1113,Sanjay DuttAiden Smith,Gagan@fef,495171,390,12690,Gaming Products,Neutral,Karnataka,30-45,All,Facebook,1.309134906
1114,Sanjay DuttAiden Smith,Rahul@cdf,426339,922,49725,Travel Services,Neutral,Kerala,40-50,All,Twitter,1.309134906
1115,Amelia Taylor,Gaurav@jn,980666,690,6903,Smartphones,Negative,Delhi,25-40,Female,Instagram,1.305970804
1116,Rahul,Amelia Taylor@abc,682670,301,20008,Gaming Products,Neutral,Maharashtra,18-30,All,Tiktok,1.305970804
1117,Zoe Williams,Sarukh khan@abc,981575,669,17005,Clothing,Negative,Goa,18-30,Male,Tiktok,1.293194408
1118,Amitabh,Rohit@abc,440405,412,42198,Books,Negative,Karnataka,15-24,Male,Youtube,1.293194408
1119,Ethan Jones,Saurav@jn,360266,127,22289,Travel Services,Negative,Delhi,All,Female,Youtube,1.285177201
1120,Ava Wilson,Sujeet@r,997417,386,27084,Gadgets,Neutral,Punjab,18-25,Female,Instagram,1.285177201
1121,Sanjay DuttAiden Smith,Lucas Brown@abc,971583,609,46587,Travel Services,Negative,West Bengal,22-40,All,Facebook,1.271147571
1122,Rohit,Ava Wilson@abc,981575,127,24716,Travel Services,Neutral,Karnataka,18-25,Female,Youtube,1.271147571
1123,Amitabh,Zoe Williams@abc,733223,433,30531,Gaming Products,Positive,Karnataka,15-24,Male,Twitter,1.241035294
1124,Rohit,Gagan@fef,741445,433,24651,Travel Services,Negative,Maharashtra,18-30,All,Tiktok,1.241035294
1125,Emma Garcia,Ava Wilson@abc,801403,58,15636,Smartphones,Neutral,Punjab,18-30,Female,Instagram,1.231330184
1126,Ava Wilson,Sanjay Dutt@abcAiden Smith@abc,709166,358,8042,Pet Supplies,Neutral,Kerala,18-28,Male,Tiktok,1.231330184
1127,Mia Johnson,Rohit@abc,487464,301,29874,Art Supplies,Neutral,Uttar Pradesh,15-24,All,Twitter,1.220902925
1128,Saurav,Vicky@kaushal,980666,690,21697,Gadgets,Neutral,Karnataka,All,Male,Twitter,1.220902925
1129,Elijah White,Zoe Williams@abc,426339,58,39221,Travel Services,Neutral,Rajasthan,15-24,All,Youtube,1.192258254
1130,Lucas Brown,Sarukh khan@abc,230748,175,41587,Gadgets,Neutral,Madhya Pradesh,All,Male,Youtube,1.192258254
1131,Akshay,Emma Garcia@abc,366076,412,42833,Food Products,Negative,Rajasthan,All,All,Facebook,1.191769817
1132,Gagan,Rahul@cdf,981916,245,32011,Travel Services,Neutral,Bihar,All,All,Twitter,1.191769817
1133,Amitabh,Zoe Williams@abc,302086,412,37363,Cosmetics,Negative,Goa,All,Female,Tiktok,1.146469283
1134,Rohit,Salman Khan@abc,733223,122,24228,Travel Services,Negative,Punjab,18-30,All,Youtube,1.146469283
1135,Gaurav,Vicky@kaushal,702603,193,42198,Gadgets,Negative,Kerala,22-40,Male,Youtube,1.140848694
1136,Sophia Rodriguez,Jackson Lee@abc,981916,609,27018,Travel Services,Negative,Kerala,18-30,All,Youtube,1.140848694
1137,Amitabh,Lucas Brown@abc,980666,174,32383,Nutrition Products,Negative,Madhya Pradesh,25-40,Female,Youtube,1.131378912
1138,Vicky,Zoe Williams@abc,997417,175,26869,Art Supplies,Neutral,Karnataka,30-45,All,Facebook,1.131378912
1139,Emma Garcia,Isabella Anderson@abc,702603,944,29251,Travel Services,Positive,Karnataka,15-24,Female,Facebook,1.103016667
1140,Isabella Anderson,Rohit@abc,856447,386,37363,Home Appliances,Negative,Delhi,30-45,Female,Tiktok,1.103016667
1141,Akshay,Rohit@abc,709166,58,6893,Gaming Products,Negative,Delhi,18-30,Female,Instagram,1.10122638
1142,Liam Harris,Sophia Rodriguez@abc,750376,632,40347,Gadgets,Positive,Karnataka,15-24,Male,Instagram,1.10122638
